gene	symbol
Epithelial	cells
Epithelial	cells
Epithelial	cells
KLK10	Epithelial
P2RX7	Epithelial
CDKN2A	Epithelial
Epithelial	cells
CDH3	Epithelial
Epithelial	cells
PSCA	Epithelial
AGER	Epithelial
ZFP42	Epithelial
SPRR1B	Epithelial
Epithelial	cells
TTR	Epithelial
TM4SF20	Epithelial
TSTD1	Epithelial
SYCN	Epithelial
HBEGF	Epithelial
PIGR	Epithelial
Epithelial	cells
MUC13	Epithelial
SELENBP1	Epithelial
ELF3	Epithelial
Epithelial	cells
Epithelial	cells
TSPAN1	Epithelial
GUCA2A	Epithelial
PHGR1	Epithelial
LYPD8	Epithelial
LGALS4	Epithelial
GATA2	Epithelial
SEC23B	Epithelial
TSPAN8	Epithelial
DLX5	Epithelial
DGAT2	Epithelial
ITPR2	Epithelial
THRSP	Epithelial
PLA2G4A	Epithelial
SLC25A48	Epithelial
PGR	Epithelial
Epithelial	cells
FERMT1	Epithelial
Epithelial	cells
EHF	Epithelial
PLEKHS1	Epithelial
CDKL1	Epithelial
MECOM	Epithelial
MSX1	Epithelial
RNF128	Epithelial
ANLN	Epithelial
Epithelial	cells
CKAP2	Epithelial
HMMR	Epithelial
KIF15	Epithelial
CKAP2L	Epithelial
KIF20B	Epithelial
HIRIP3	Epithelial
INCENP	Epithelial
KIF23	Epithelial
PRC1	Epithelial
ECT2	Epithelial
CXCL10	Epithelial
Epithelial	cells
CCL20	Epithelial
CXCL17	Epithelial
PRG4	Epithelial
ALOX15	Epithelial
F5	Epithelial
EMILIN2	Epithelial
Epithelial	cells
Epithelial	cells
SPTSSB	Epithelial
FMO5	Epithelial
IVL	Epithelial
VSIG2	Epithelial
AQP3	Epithelial
PAQR5	Epithelial
EPCAM	Epithelial
CLDN1	Epithelial
OCLN	Epithelial
MUC5AC	Epithelial
GHRL	Epsilon
ANXA13	Epsilon
PHGR1	Epsilon
BMP4	Epsilon
HMGCS2	Epsilon
TM4SF5	Epsilon
OLFML3	Epsilon
ASGR1	Epsilon
COX6A2	Epsilon
NPY1R	Epsilon
Epsilon	cells
SLC7A9	Epsilon
Epsilon	cells
Epsilon	cells
Epsilon	cells
BHMT	Epsilon
OPRK1	Epsilon
PTGER4	Epsilon
ITGA4	Epsilon
EYA4	Epsilon
XYLB	Epsilon
ELOVL2	Epsilon
AFF3	Epsilon
CORIN	Epsilon
MYO1A	Epsilon
HRH2	Epsilon
CALCR	Epsilon
SLC6A16	Epsilon
PCSK6	Epsilon
ADAMTS6	Epsilon
COL22A1	Epsilon
FAM124A	Epsilon
COL12A1	Epsilon
CD109	Epsilon
THSD4	Epsilon
ARX	Epsilon
NKX2-2	Epsilon
ACSL1	Epsilon
FRZB	Epsilon
Epsilon	cells
VTN	Epsilon
APOH	Epsilon
SPINK1	Epsilon
VSTM2L	Epsilon
SPTSSB	Epsilon
S100A6	Epsilon
KRT8	Epsilon
CGA	Erythroblasts
TFRC	Erythroblasts
CDH1	Erythroblasts
WRN	Erythroblasts
CD44	Erythroblasts
KLF1	Erythroblasts
BCL11A	Erythroblasts
BPGM	Erythroblasts
ETS1	Erythroblasts
EPOR	Erythroblasts
IGBP1	Erythroblasts
TFR2	Erythroblasts
GYPA	Erythroblasts
LMNB1	Erythroblasts
LRP8	Erythroblasts
GRSF1	Erythroblasts
USE1	Erythroblasts
ITGB1	Erythroblasts
CFP	Erythroblasts
ENG	Erythroblasts
KIT	Erythroblasts
LMO2	Erythroblasts
GATA1	Erythroblasts
TAL1	Erythroblasts
Erythroblasts	SET8|SET07|PR-Set7|SETD8
PIEZO1	Erythroblasts
Erythroid-like	and
ALAS2	Erythroid-like
HEXA	Erythroid-like
AQP1	Erythroid-like
CCNA2	Erythroid-like
PKLR	Erythroid-like
LOX	Erythroid-like
ARG1	Erythroid-like
Erythroid-like	and
Erythroid-like	and
Erythroid-like	and
Erythroid-like	and
Erythroid-like	and
CEACAM1	Erythroid-like
CD36	Erythroid-like
GYPA	Erythroid-like
THBS1	Erythroid-like
ITGA4	Erythroid-like
Erythroid-like	and
Erythroid-like	and
Erythroid-like	and
FECH	Erythroid-like
EPOR	Erythroid-like
KIT	Erythroid-like
BPGM	Erythroid-like
DCAF12	Erythroid-like
Erythroid-like	and
HEMGN	Erythroid-like
HMBS	Erythroid-like
NCOA4	Erythroid-like
RBM38	Erythroid-like
UCP2	Erythroid-like
UBB	Erythroid-like
TMCC2	Erythroid-like
SLC4A1	Erythroid-like
SLC25A39	Erythroid-like
SLC25A37	Erythroid-like
FOSB	Erythroid-like
Erythroid-like	and
HTATSF1	Erythroid-like
EPB41	Erythroid-like
RSAD2	Erythroid-like
Erythroid-like	and
COX6B2	Erythroid-like
APOA1	Erythroid-like
ASNS	Erythroid-like
Erythroid-like	and
Erythroid-like	and
ALAD	Erythroid-like
S100A9	Erythroid-like
AHSG	Erythroid-like
S100A8	Erythroid-like
Erythroid-like	and
Erythroid-like	and
Erythroid-like	and
ERMAP	Erythroid-like
KCNN4	Erythroid-like
PAN3	Erythroid-like
PFAS	Erythroid-like
VAMP5	Erythroid-like
Erythroid-like	and
Erythroid-like	and
PNPO	Erythroid-like
TSPO2	Erythroid-like
RHD	Erythroid-like
KLF1	Erythroid-like
Erythroid-like	and
TSPAN33	Erythroid-like
EPB42	Erythroid-like
CD44	Erythroid-like
CD47	Erythroid-like
CD55	Erythroid-like
Erythroid-like	and
EDRF1	Erythroid-like
EPB41L2	Erythroid-like
GYPC	Erythroid-like
KEL	Erythroid-like
RHAG	Erythroid-like
THRB	Erythroid-like
UROD	Erythroid-like
UROS	Erythroid-like
SNCA	Erythroid-like
IL1R1	Fibroblasts
FAP	Fibroblasts
FLI1	Fibroblasts
CELA1	Fibroblasts
LOX	Fibroblasts
PDGFRB	Fibroblasts
P4HA1	Fibroblasts
UCP2	Fibroblasts
CCR2	Fibroblasts
Fibroblasts	NA
ITGAL	Fibroblasts
Fibroblasts	NA
FGR	Fibroblasts
HCK	Fibroblasts
Fibroblasts	NA
TNFRSF1B	Fibroblasts
PRKCD	Fibroblasts
ENO3	Fibroblasts
Fibroblasts	NA
ABI3	Fibroblasts
TREML4	Fibroblasts
Fibroblasts	NA
PIP4K2A	Fibroblasts
CD300E	Fibroblasts
SERPINB10	Fibroblasts
CTHRC1	Fibroblasts
TBX18	Fibroblasts
COL15A1	Fibroblasts
GJB2	Fibroblasts
IL34	Fibroblasts
EDN3	Fibroblasts
SLC6A13	Fibroblasts
VTN	Fibroblasts
ITIH5	Fibroblasts
LUM	Fibroblasts
DPT	Fibroblasts
POSTN	Fibroblasts
PENK	Fibroblasts
MMP14	Fibroblasts
COL6A2	Fibroblasts
FABP4	Fibroblasts
ASPN	Fibroblasts
ANGPTL2	Fibroblasts
EFEMP1	Fibroblasts
SCARA5	Fibroblasts
IGFBP3	Fibroblasts
COPZ2	Fibroblasts
DPEP1	Fibroblasts
ADAMTS5	Fibroblasts
COL5A1	Fibroblasts
CD248	Fibroblasts
PI16	Fibroblasts
PAMR1	Fibroblasts
TNXB	Fibroblasts
MMP2	Fibroblasts
COL14A1	Fibroblasts
CLEC3B	Fibroblasts
IGFBP6	Fibroblasts
Fibroblasts	NA
COL5A2	Fibroblasts
FBN1	Fibroblasts
MFAP5	Fibroblasts
FKBP10	Fibroblasts
PALLD	Fibroblasts
WIF1	Fibroblasts
SNHG18	Fibroblasts
CDH11	Fibroblasts
PTCH1	Fibroblasts
ARAP1	Fibroblasts
FBLN2	Fibroblasts
IGF1	Fibroblasts
PRRX1	Fibroblasts
FKBP7	Fibroblasts
OAF	Fibroblasts
COL6A3	Fibroblasts
CTSK	Fibroblasts
DKK1	Fibroblasts
Fibroblasts	NA
RARRES2	Fibroblasts
GREM1	Fibroblasts
SPON2	Fibroblasts
TCF21	Fibroblasts
PCSK6	Fibroblasts
COL8A1	Fibroblasts
ENTPD2	Fibroblasts
Fibroblasts	NA
Fibroblasts	SCYB8|LUCT|LECT|MDNCF|TSG-1|IL-8|NAP-1|3-10C|MONAP|AMCF-I|LYNAP|NAF|b-ENAP|GCP-1|K60|GCP1|IL8
CXCL3	Fibroblasts
IL6	Fibroblasts
CYP1B1	Fibroblasts
COL13A1	Fibroblasts
ADAMTS10	Fibroblasts
CCL11	Fibroblasts
ADAM33	Fibroblasts
COL4A3	Fibroblasts
COL4A4	Fibroblasts
LAMA2	Fibroblasts
ACKR3	Fibroblasts
CD55	Fibroblasts
FBLN7	Fibroblasts
FIBIN	Fibroblasts
THBS2	Fibroblasts
NOV	Fibroblasts
PTX3	Fibroblasts
MMP3	Fibroblasts
LRRK1	Fibroblasts
HGF	Fibroblasts
FRZB	Fibroblasts
COL12A1	Fibroblasts
COL7A1	Fibroblasts
MEOX1	Fibroblasts
PRG4	Fibroblasts
PKD2	Fibroblasts
CCL19	Fibroblasts
NNMT	Fibroblasts
FOXF1	Fibroblasts
HAS1	Fibroblasts
CTGF	Fibroblasts
ERCC1	Fibroblasts
WISP1	Fibroblasts
TWIST2	Fibroblasts
RIPK3	Fibroblasts
DDR2	Fibroblasts
ELN	Fibroblasts
FN1	Fibroblasts
HHIP	Fibroblasts
FMO2	Fibroblasts
COL1A2	Fibroblasts
COL3A1	Fibroblasts
VIM	Fibroblasts
FSTL1	Fibroblasts
GSN	Fibroblasts
SPARC	Fibroblasts
S100A4	Fibroblasts
NT5E	Fibroblasts
COL1A1	Fibroblasts
MGP	Fibroblasts
NOX4	Fibroblasts
THY1	Fibroblasts
CD40	Fibroblasts
SERPINH1	Fibroblasts
CD44	Fibroblasts
PDGFRA	Fibroblasts
EN1	Fibroblasts
DCN	Fibroblasts
CEBPB	Fibroblasts
EGR1	Fibroblasts
FOSB	Fibroblasts
FOSL2	Fibroblasts
HIF1A	Fibroblasts
KLF2	Fibroblasts
KLF4	Fibroblasts
KLF6	Fibroblasts
KLF9	Fibroblasts
NFAT5	Fibroblasts
NFATC1	Fibroblasts
NFKB1	Fibroblasts
NR4A1	Fibroblasts
NR4A2	Fibroblasts
PBX1	Fibroblasts
RUNX1	Fibroblasts
STAT3	Fibroblasts
TCF4	Fibroblasts
ZEB2	Fibroblasts
LAMC1	Fibroblasts
MEDAG	Fibroblasts
Fibroblasts	NA
LAMB1	Fibroblasts
DKK3	Fibroblasts
TBX20	Fibroblasts
MDK	Fibroblasts
GSTM5	Fibroblasts
NGF	Fibroblasts
VEGFA	Fibroblasts
FGF2	Fibroblasts
P4HTM	Fibroblasts
CKAP4	Fibroblasts
INMT	Fibroblasts
CXCL14	Fibroblasts
TTF1	Follicular
SLC6A4	Follicular
KCNIP3	Follicular
TSHR	Follicular
TG	Follicular
IYD	Follicular
ASGR1	Follicular
PRLR	Follicular
TPO	Follicular
DIO1	Follicular
SLC26A7	Follicular
CDH16	Follicular
SLC16A11	Follicular
FOXE1	Follicular
MUC1	Foveolar
ANXA10	Foveolar
MUC5AC	Foveolar
TFF1	Foveolar
FOXQ1	Foveolar
SULT1C2	Foveolar
PTGR1	Foveolar
Foveolar	cells
PLA2G1B	Foveolar
CLPS	Foveolar
GSTA1	Foveolar
PGC	Foveolar
Foveolar	cells
TFF2	Foveolar
LGALS2	Foveolar
PSCA	Foveolar
Foveolar	cells
GKN2	Foveolar
GKN1	Foveolar
CLDN18	Foveolar
KRT20	Foveolar
LGALS4	Foveolar
AKR1B10	Foveolar
IL33	Foveolar
SLC6A1	GABAergic
GABBR2	GABAergic
GAD1	GABAergic
GADD45B	GABAergic
PAX2	GABAergic
SLC32A1	GABAergic
GAD2	GABAergic
VIP	GABAergic
SST	GABAergic
PVALB	GABAergic
TNFAIP8L3	GABAergic
SEMA3C	GABAergic
MYBPC1	GABAergic
PARM1	GABAergic
DLX1	GABAergic
PPY	Gamma
SCGN	Gamma
FXYD2	Gamma
Gamma	(PP)
Gamma	(PP)
CMTM8	Gamma
ARX	Gamma
ETV1	Gamma
Gamma	(PP)
PXK	Gamma
SERTM1	Gamma
SLITRK6	Gamma
SEMA3E	Gamma
APOBEC2	Gamma
ABCC9	Gamma
NEUROD1	Gamma
PAX6	Gamma
ISL1	Gamma
CARTPT	Gamma
THSD7A	Gamma
AQP3	Gamma
ENTPD2	Gamma
PTGFR	Gamma
CHN2	Gamma
EGR3	Gamma
LMO3	Gamma
MEIS1	Gamma
Gamma	(PP)
FGB	Gamma
Gamma	delta
PTGDS	Gamma
GZMB	Gamma
S100B	Gamma
Gamma	delta
NKG7	Gamma
PRF1	Gamma
Gamma	delta
HOPX	Gamma
CST7	Gamma
KLRD1	Gamma
CTSW	Gamma
SPON2	Gamma
IFITM1	Gamma
GZMA	Gamma
CD247	Gamma
CLIC3	Gamma
CD7	Gamma
ADGRG1	Gamma
CCL5	Gamma
TRDC	Gamma
STMN1	Gamma
HMGB2	Gamma
TYMS	Gamma
MKI67	Gamma
UBE2C	Gamma
TUBA1B	Gamma
ASPM	Gamma
CENPA	Gamma
TOP2A	Gamma
PCNA	Gamma
AURKB	Gamma
BIRC5	Gamma
NUSAP1	Gamma
TROAP	Gamma
Gamma	delta
H2AFX	Gamma
CENPF	Gamma
CCNB1	Gamma
H2AFZ	Gamma
TRGV2	Gamma
Gamma	delta
Gamma	delta
Gamma	delta
Gamma	delta
Gamma	delta
Gamma	delta
Gamma	delta
Gamma	delta
TRGJ1	Gamma
TRGJ2	Gamma
Gamma	delta
Gamma	delta
Gamma	delta
Gamma	delta
Gamma	delta
TRDD1	Gamma
TRDD2	Gamma
Gamma	delta
TRDJ1	Gamma
TRDJ2	Gamma
Gamma	delta
Gamma	delta
TRDV1	Gamma
Gamma	delta
TRDV3	Gamma
ANPEP	Gastric
BHLHA15	Gastric
RAB3D	Gastric
LEP	Gastric
LGR5	Gastric
KCNQ1	Gastric
EGFR	Gastric
PRKCZ	Gastric
Gastric	chief
CHRM3	Gastric
EGFR	Germ
POU5F1	Germ
TFAP2C	Germ
DAZL	Germ
MAGEA4	Germ
DDX4	Germ
ZAR1	Germ
Germ	cells
TEX101	Germ
Germ	cells
PRM1	Germ
TNP2	Germ
FABP9	Germ
ODF2	Germ
CRISP2	Germ
TCP11	Germ
GGNBP1	Germ
PHF7	Germ
CREB5	Germ
Germ	cells
SLFNL1	Germ
COX7B2	Germ
KIF2B	Germ
CCDC30	Germ
LRRC57	Germ
Germ	cells
BCL2L14	Germ
AQP11	Germ
Germ	cells
TEX35	Germ
SPINK2	Germ
TSSK3	Germ
Germ	cells
CREB3L4	Germ
TSACC	Germ
SPATA46	Germ
Germ	cells
TEKT1	Germ
MORN5	Germ
Germ	cells
OTUB2	Germ
Germ	cells
TSKS	Germ
Germ	cells
H2AFB1	Germ
ATL3	Germ
DMRTB1	Germ
Germ	cells
TMCO2	Germ
Germ	cells
FHL5	Germ
MS4A5	Germ
CST8	Germ
TMEM247	Germ
GALNTL5	Germ
OSBP2	Germ
MARCH11	Germ
TEX33	Germ
SPATA20	Germ
Germ	cells
CDRT4	Germ
SPATA18	Germ
LRRC18	Germ
SCP2D1	Germ
IQCF1	Germ
PGK2	Germ
TULP2	Germ
Germ	cells
CCDC54	Germ
AKAP4	Germ
GTSF1	Germ
PPP3R2	Germ
TPPP2	Germ
Germ	cells
LELP1	Germ
Germ	cells
SPERT	Germ
Germ	cells
CATSPERZ	Germ
MAEL	Germ
PGAM2	Germ
TMEM53	Germ
ACTRT2	Germ
ROPN1	Germ
RNF151	Germ
IQCF3	Germ
CABS1	Germ
CCDC91	Germ
SPATA3	Germ
LRRC46	Germ
PDCL2	Germ
H1FNT	Germ
TSSK6	Germ
COX8C	Germ
CETN1	Germ
SPATA19	Germ
TSSK2	Germ
ZNRF4	Germ
Germ	cells
SPATA24	Germ
SPATA4	Germ
FAM71E1	Germ
FAM229A	Germ
Germ	cells
HILS1	Germ
HRASLS5	Germ
GAPDHS	Germ
Germ	cells
HSPB9	Germ
SPATA33	Germ
SPZ1	Germ
Germ	cells
PRM3	Germ
RBAKDN	Germ
DNAJB3	Germ
HMGB4	Germ
ROPN1L	Germ
GSG1	Germ
Germ	cells
TNP1	Germ
SMCP	Germ
LDHC	Germ
PRM2	Germ
DNAAF1	Germ
ACYP1	Germ
SORD	Germ
DKKL1	Germ
RSPH1	Germ
COX6B2	Germ
MLF1	Germ
SMIM24	Germ
SPA17	Germ
MEIG1	Germ
FKBP6	Germ
TAF7L	Germ
Germ	cells
SYCP1	Germ
SOHLH1	Germ
SLC25A31	Germ
PHF13	Germ
EGR4	Germ
SMC1B	Germ
TEX15	Germ
MOV10L1	Germ
Germ	cells
WDR5	Germ
DMRT1	Germ
STRA8	Germ
ZMYND19	Germ
MDN1	Germ
PIWIL2	Germ
Germ	cells
NR6A1	Germ
RSBN1L	Germ
DYNLT1	Germ
PARN	Germ
MKI67	Germ
CHEK1	Germ
BRCA1	Germ
DMC1	Germ
MRPL14	Germ
MLH3	Germ
SPAG6	Germ
ZPBP2	Germ
DNAH6	Germ
CAMK4	Germ
CREM	Germ
MYO1D	Germ
HOOK1	Germ
Germ	cells
DRD2	Glomus
NOS1	Glomus
PHOX2B	Glomus
TH	Glomus
HMOX2	Glomus
NDUFA4L2	Glomus
COX4I2	Glomus
IL1R1	Glomus
TNFRSF1A	Glomus
CTH	Glomus
CBS	Glomus
GJA1	Glomus
KCNK3	Glomus
ASIC1	Glomus
ASIC3	Glomus
CALD1	Glomus
COL4A1	Glomus
VIM	Glomus
EPAS1	Glomus
GFRA1	Glomus
GFRA2	Glomus
GAP43	Glomus
MMP9	Glomus
IL6ST	Glomus
KCNJ11	Glomus
KCNJ8	Glomus
ABCC8	Glomus
KCNK9	Glomus
SLC17A7	Glutaminergic
SLC17A6	Glutaminergic
GRIN1	Glutaminergic
GRIN2B	Glutaminergic
GLS	Glutaminergic
MEIS2	Glutaminergic
SLC17A8	Glutaminergic
SLC1A1	Glutaminergic
SLC1A2	Glutaminergic
SLC1A6	Glutaminergic
SLC6A9	Glycinergic
SLC32A1	Glycinergic
CREB3L1	Goblet
NLRP6	Goblet
MUC5AC	Goblet
MUC2	Goblet
SLC9A8	Goblet
OTOGL	Goblet
ITLN1	Goblet
AQP3	Goblet
CDON	Goblet
MUC4	Goblet
MUC5B	Goblet
TMEM207	Goblet
TFF3	Goblet
AGR2	Goblet
CDX2	Goblet
KRT7	Goblet
KRT20	Goblet
Goblet	cells
GUCA2A	Goblet
PHGR1	Goblet
MUC13	Goblet
FCGBP	Goblet
CLCA1	Goblet
ZG16	Goblet
TPSG1	Goblet
GALNT12	Goblet
ATOH1	Goblet
REP15	Goblet
PDIA5	Goblet
PLA2G10	Goblet
KLK1	Goblet
SPDEF	Goblet
LRRC26	Goblet
BACE2	Goblet
MANF	Goblet
Goblet	cells
SPINK4	Goblet
AMH	Granulosa
MCAM	Granulosa
Granulosa	cells
BOK	Granulosa
ADAMTS1	Granulosa
LOX	Granulosa
FHL1	Granulosa
INHA	Granulosa
HSD3B1	Granulosa
Granulosa	cells
HTRA1	Granulosa
GAPDH	Granulosa
TNNI3	Granulosa
HSD17B1	Granulosa
HJURP	Granulosa
FSHR	Granulosa
FOXL2	Granulosa
CYP19A1	Granulosa
ETV2	Hemangioblasts
T	Hemangioblasts
TAL1	Hemangioblasts
THY1	Hematopoietic
MPL	Hematopoietic
KIT	Hematopoietic
PROM1	Hematopoietic
FLT3	Hematopoietic
SLAMF1	Hematopoietic
CXCR4	Hematopoietic
TEK	Hematopoietic
Hematopoietic	stem
ABCG2	Hematopoietic
BAALC	Hematopoietic
SPN	Hematopoietic
CDCP1	Hematopoietic
MYADM	Hematopoietic
Hematopoietic	stem
TGFB2	Hematopoietic
PTPRE	Hematopoietic
TAF7	Hematopoietic
GATA2	Hematopoietic
GPR171	Hematopoietic
ANGPT1	Hematopoietic
PROCR	Hematopoietic
NFE2	Hematopoietic
NKX2-3	Hematopoietic
HHEX	Hematopoietic
MEIS1	Hematopoietic
LYL1	Hematopoietic
ELF1	Hematopoietic
HLF	Hematopoietic
RGS18	Hematopoietic
MYCT1	Hematopoietic
ADGRG1	Hematopoietic
DNMT3B	Hematopoietic
MYCN	Hematopoietic
ARID3A	Hematopoietic
ITGA2B	Hematopoietic
GATA3	Hematopoietic
ROBO4	Hematopoietic
PITX2	Hematopoietic
TXNIP	Hematopoietic
RUNX1	Hematopoietic
PTPRS	Hematopoietic
PTPRC	Hematopoietic
CD44	Hematopoietic
GFI1	Hematopoietic
CD48	Hematopoietic
HMGB3	Hematopoietic
TLR2	Hematopoietic
APC	Hematopoietic
GNL3	Hematopoietic
MGST1	Hematopoietic
G0S2	Hematopoietic
PRNP	Hematopoietic
CD34	Hematopoietic
BMI1	Hematopoietic
Hematopoietic	stem
ITGA4	Hematopoietic
ANPEP	Hematopoietic
CD33	Hematopoietic
IL3RA	Hematopoietic
HLX	Hematopoietic
NKX3-1	Hematopoietic
THSD1	Hematopoietic
NCOR2	Hematopoietic
EGR1	Hematopoietic
FGD5	Hematopoietic
MECOM	Hematopoietic
CTNNAL1	Hematopoietic
VWF	Hematopoietic
PBX2	Hematopoietic
TAL1	Hematopoietic
ERG	Hematopoietic
NEO1	Hematopoietic
EGR3	Hematopoietic
MAFF	Hematopoietic
ITGA6	Hematopoietic
GJB1	Hematopoietic
CDH2	Hematopoietic
ALDH1A1	Hematopoietic
GFI1B	Hematopoietic
NOTCH1	Hematopoietic
NOTCH2	Hematopoietic
PLXDC2	Hematopoietic
ESAM	Hematopoietic
ACE	Hematopoietic
TRPC6	Hematopoietic
HOXB5	Hematopoietic
TET2	Hematopoietic
ADAMTS13	Hepatic
CYGB	Hepatic
PPARG	Hepatic
PDGFRA	Hepatic
RGS5	Hepatic
PPARA	Hepatic
FOXF1	Hepatic
ALB	Hepatic
NR1H4	Hepatic
CTGF	Hepatic
SEMA7A	Hepatic
Hepatic	stellate
PNPLA3	Hepatic
WT1	Hepatic
FGF10	Hepatic
GFAP	Hepatic
NGFR	Hepatic
VEGFA	Hepatic
ACTA2	Hepatic
MYB	Hepatic
DES	Hepatic
FAP	Hepatic
SLC8A1	Hepatic
RELN	Hepatic
SYP	Hepatic
VCL	Hepatic
TIMP1	Hepatic
COL1A1	Hepatic
TAGLN	Hepatic
COL1A2	Hepatic
COL3A1	Hepatic
SPARC	Hepatic
RBP1	Hepatic
DCN	Hepatic
MYL9	Hepatic
TPM2	Hepatic
MEG3	Hepatic
BGN	Hepatic
IGFBP7	Hepatic
IGFBP3	Hepatic
CYR61	Hepatic
OLFML3	Hepatic
IGFBP6	Hepatic
CCL2	Hepatic
COLEC11	Hepatic
HGF	Hepatic
AFP	Hepatoblasts
ALB	Hepatoblasts
CEBPA	Hepatoblasts
KRT14	Hepatoblasts
DLK1	Hepatoblasts
CDH1	Hepatoblasts
FOXM1	Hepatoblasts
GGT1	Hepatoblasts
HNF4A	Hepatoblasts
PROX1	Hepatoblasts
MAP2K4	Hepatoblasts
SMAD5	Hepatoblasts
KRT18	Hepatoblasts
KRT8	Hepatoblasts
HNF1B	Hepatoblasts
HHEX	Hepatoblasts
MET	Hepatoblasts
FOSL1	Hepatocytes
EPPK1	Hepatocytes
UCP2	Hepatocytes
GCK	Hepatocytes
LRP5	Hepatocytes
SLC10A1	Hepatocytes
NOS2	Hepatocytes
ATP7B	Hepatocytes
HNF4A	Hepatocytes
GJB2	Hepatocytes
FGFR4	Hepatocytes
PROX1	Hepatocytes
CRP	Hepatocytes
Hepatocytes	NA
SLC2A2	Hepatocytes
TFR2	Hepatocytes
KIF13B	Hepatocytes
LIPC	Hepatocytes
VDR	Hepatocytes
ASGR1	Hepatocytes
ARG1	Hepatocytes
AFP	Hepatocytes
ALB	Hepatocytes
G6PC	Hepatocytes
OTC	Hepatocytes
Hepatocytes	AAT|A1A|PI1|alpha-1-antitrypsin|A1AT|alpha1AT|PI
UGT1A1	Hepatocytes
ZHX2	Hepatocytes
HHEX	Hepatocytes
FOXA3	Hepatocytes
FOXA2	Hepatocytes
FOXA1	Hepatocytes
CYP7A1	Hepatocytes
Hepatocytes	CP37|P450-HFLA
Hepatocytes	CYP3A3
CYP2E1	Hepatocytes
Hepatocytes	CPD6|P450-DB1|P450C2D|CYP2DL1|CYP2D7P2|CYP2D7BP|CYP2D8P2|CYP2D7AP
Hepatocytes	P450IIC9|CYP2C10
Hepatocytes	CPC8
Hepatocytes	P450IIC19|CPCJ
Hepatocytes	CPB6|CYPIIB6
Hepatocytes	CPA6|CYP2A3
CYP1A2	Hepatocytes
CEBPA	Hepatocytes
CDH1	Hepatocytes
GPC3	Hepatocytes
AHR	Hepatocytes
CYP1A1	Hepatocytes
NR1I3	Hepatocytes
CPS1	Hepatocytes
GLS2	Hepatocytes
PCK1	Hepatocytes
Hepatocytes	NA
TAT	Hepatocytes
WT1	Hepatocytes
PRRG4	Hepatocytes
SULT1A1	Hepatocytes
APOH	Hepatocytes
CTNNB1	Hepatocytes
ABCC3	Hepatocytes
FGB	Hepatocytes
AQP3	Hepatocytes
PLSCR1	Hepatocytes
FGA	Hepatocytes
APOB	Hepatocytes
ANG	Hepatocytes
ANXA13	Hepatocytes
SAT2	Hepatocytes
SFRP5	Hepatocytes
A1CF	Hepatocytes
APOA1	Hepatocytes
BNIP3	Hepatocytes
FGL1	Hepatocytes
PAH	Hepatocytes
SERPINA6	Hepatocytes
APOA2	Hepatocytes
AZGP1	Hepatocytes
FGG	Hepatocytes
APOC3	Hepatocytes
DEFB1	Hepatocytes
TM4SF4	Hepatocytes
GC	Hepatocytes
AMBP	Hepatocytes
ORM1	Hepatocytes
TTR	Hepatocytes
Hepatocytes	NA
Hepatocytes	NA
Hepatocytes	NA
HAL	Hepatocytes
ASS1	Hepatocytes
Hepatocytes	NA
Hepatocytes	FADS5|SCDOS
HMGCS1	Hepatocytes
ACSS2	Hepatocytes
TM7SF2	Hepatocytes
SEC16B	Hepatocytes
SLBP	Hepatocytes
RND3	Hepatocytes
BCHE	Hepatocytes
GHR	Hepatocytes
ALDH6A1	Hepatocytes
MASP2	Hepatocytes
Hepatocytes	DDH|MBAB|DD1|HAKRC|DDH1
Hepatocytes	NA
HAMP	Hepatocytes
GLUL	Hepatocytes
ACLY	Hepatocytes
ASL	Hepatocytes
Hepatocytes	NA
TMEM97	Hepatocytes
CP	Hepatocytes
SLPI	Hepatocytes
ACAT2	Hepatocytes
TM4SF5	Hepatocytes
MSMO1	Hepatocytes
LEPR	Hepatocytes
RCAN1	Hepatocytes
AR	Hepatocytes
PLIN1	Hepatocytes
RPP25L	Hepatocytes
HSD11B1	Hepatocytes
APOM	Hepatocytes
TKFC	Hepatocytes
G0S2	Hepatocytes
PON3	Hepatocytes
Hepatocytes	NA
TTC36	Hepatocytes
GOLT1A	Hepatocytes
FST	Hepatocytes
MCC	Hepatocytes
AQP9	Hepatocytes
GSTA2	Hepatocytes
NNT	Hepatocytes
SAA4	Hepatocytes
MRPS18C	Hepatocytes
OCIAD1	Hepatocytes
APOA5	Hepatocytes
ENTPD5	Hepatocytes
C4B	Hepatocytes
EID2	Hepatocytes
Hepatocytes	FLJ21759|FLJ23500|DKFZp434B2411|DKFZp434O0827|dJ1181N3.1|PINH|DOR|C20orf110
ATIC	Hepatocytes
SERPINH1	Hepatocytes
SAMD5	Hepatocytes
GRB14	Hepatocytes
ABCD3	Hepatocytes
RHOB	Hepatocytes
EPB41L4B	Hepatocytes
GPAT4	Hepatocytes
SPTBN1	Hepatocytes
SDC2	Hepatocytes
PHLDA1	Hepatocytes
WTAP	Hepatocytes
ACADM	Hepatocytes
GJA5	His
GJC1	His
KCNK3	His
PAX6	Immature
PCLO	Immature
CUX2	Immature
SLC12A5	Immature
POMC	Immature
STIM2	Immature
RAX	Immature
CUL5	Immature
HIVEP2	Immature
FUT9	Immature
TBR1	Immature
PROX1	Immature
NTRK3	Immature
RND2	Immature
FEZF2	Immature
